period,民國年月,area_code,area_name,總人口,男性,女性,幼年_0_14,工作年齡_15_64,老年_65plus,男_0_14,女_0_14,男_15_64,女_15_64,男_65plus,女_65plus
2019-07,10807,66000000,臺中市,2811148,1382696,1428452,403507,2055549,352092,209446,194061,1011999,1043550,161251,190841
2019-07,10807,67000000,臺南市,1881796,938297,943499,229174,1363202,289420,118940,110234,686518,676684,132839,156581
2019-07,10807,68000000,桃園市,2237943,1111403,1126540,335068,1638966,263909,174540,160528,815366,823600,121497,142412
2019-08,10808,00000000,全國,23593794,11705234,11888560,3025407,17031073,3537314,1571626,1453781,8516468,8514605,1617140,1920174
2019-08,10808,09007000,連江縣,13073,7479,5594,1520,10016,1537,812,708,5839,4177,828,709
2019-08,10808,09020000,金門縣,139319,69552,69767,12744,107896,18679,6643,6101,53933,53963,8976,9703
2019-08,10808,10002000,宜蘭縣,454579,229535,225044,54047,326317,74215,28022,26025,167195,159122,34318,39897
2019-08,10808,10004000,新竹縣,561806,286757,275049,91440,400244,70122,47535,43905,205737,194507,33485,36637
2019-08,10808,10005000,苗栗縣,546424,281805,264619,67725,389493,89206,35085,32640,204416,185077,42304,46902
2019-08,10808,10007000,彰化縣,1273613,648149,625464,163809,909588,200216,85501,78308,470392,439196,92256,107960
2019-08,10808,10008000,南投縣,495062,253281,241781,53423,354489,87150,27767,25656,184609,169880,40905,46245
2019-08,10808,10009000,雲林縣,682577,353624,328953,77513,480101,124963,40347,37166,256170,223931,57107,67856
2019-08,10808,10010000,嘉義縣,504106,261787,242319,46731,359470,97905,24386,22345,192283,167187,45118,52787
2019-08,10808,10013000,屏東縣,820798,418833,401965,86950,594738,139110,45283,41667,308266,286472,65284,73826
2019-08,10808,10014000,臺東縣,217408,111980,105428,25297,156278,35833,13308,11989,82388,73890,16284,19549
2019-08,10808,10015000,花蓮縣,326780,165437,161343,38975,234333,53472,20388,18587,120438,113895,24611,28861
2019-08,10808,10016000,澎湖縣,104711,54009,50702,10900,76733,17078,5743,5157,40361,36372,7905,9173
2019-08,10808,10017000,基隆市,369305,184382,184923,38454,271065,59786,19905,18549,137503,133562,26974,32812
2019-08,10808,10018000,新竹市,447781,220780,227001,76976,315714,55091,39981,36995,156291,159423,24508,30583
2019-08,10808,10020000,嘉義市,268068,130061,138007,36468,190836,40764,19042,17426,93041,97795,17978,22786
2019-08,10808,63000000,臺北市,2650154,1263106,1387048,357794,1822770,469590,185324,172470,868504,954266,209278,260312
2019-08,10808,64000000,高雄市,2773786,1370774,1403012,330298,2013997,429491,171458,158840,1003298,1010699,196018,233473
2019-08,10808,65000000,新北市,4010657,1960366,2050291,487743,2959266,563648,252726,235017,1452037,1507229,255603,308045
2019-08,10808,66000000,臺中市,2811729,1382933,1428796,402821,2055206,353702,209163,193658,1011826,1043380,161944,191758
2019-08,10808,67000000,臺南市,1881730,938165,943565,228890,1362373,290467,118813,110077,685979,676394,133373,157094
2019-08,10808,68000000,桃園市,2240328,1112439,1127889,334889,1640150,265289,174394,160495,815962,824188,122083,143206
2019-09,10809,00000000,全國,23593783,11704227,11889556,3020484,17020612,3552687,1568881,1451603,8511496,8509116,1623850,1928837
2019-09,10809,09007000,連江縣,13060,7470,5590,1531,9986,1543,818,713,5821,4165,831,712
2019-09,10809,09020000,金門縣,139987,69898,70089,12766,108423,18798,6649,6117,54218,54205,9031,9767
2019-09,10809,10002000,宜蘭縣,454345,229398,224947,53892,326111,74342,27958,25934,167040,159071,34400,39942
2019-09,10809,10004000,新竹縣,562674,287222,275452,91488,400875,70311,47556,43932,206113,194762,33553,36758
2019-09,10809,10005000,苗栗縣,546093,281654,264439,67554,389141,89398,35012,32542,204260,184881,42382,47016
2019-09,10809,10007000,彰化縣,1273130,647867,625263,163586,908576,200968,85404,78182,469896,438680,92567,108401
2019-09,10809,10008000,南投縣,494692,253070,241622,53285,354077,87330,27682,25603,184391,169686,40997,46333
2019-09,10809,10009000,雲林縣,682066,353304,328762,77303,479534,125229,40211,37092,255834,223700,57259,67970
2019-09,10809,10010000,嘉義縣,503773,261582,242191,46695,358901,98177,24372,22323,191934,166967,45276,52901
2019-09,10809,10013000,屏東縣,820155,418451,401704,86724,593886,139545,45141,41583,307827,286059,65483,74062
2019-09,10809,10014000,臺東縣,217166,111841,105325,25250,155985,35931,13286,11964,82242,73743,16313,19618
2019-09,10809,10015000,花蓮縣,326576,165299,161277,38917,234007,53652,20350,18567,120291,113716,24658,28994
2019-09,10809,10016000,澎湖縣,105152,54272,50880,10889,77118,17145,5728,5161,40608,36510,7936,9209
2019-09,10809,10017000,基隆市,369132,184268,184864,38372,270731,60029,19863,18509,137313,133418,27092,32937
2019-09,10809,10018000,新竹市,447952,220885,227067,76853,315756,55343,39899,36954,156374,159382,24612,30731
2019-09,10809,10020000,嘉義市,267863,129955,137908,36333,190632,40898,18960,17373,92953,97679,18042,22856
2019-09,10809,63000000,臺北市,2647164,1261548,1385616,356656,1819110,471398,184710,171946,866769,952341,210069,261329
2019-09,10809,64000000,高雄市,2773199,1370283,1402916,329790,2011991,431418,171148,158642,1002320,1009671,196815,234603
2019-09,10809,65000000,新北市,4012918,1961380,2051538,487126,2958539,567253,252407,234719,1451787,1506752,257186,310067
2019-09,10809,66000000,臺中市,2812507,1383136,1429371,402217,2054788,355502,208841,193376,1011612,1043176,162683,192819
2019-09,10809,67000000,臺南市,1881494,937949,943545,228506,1361341,291647,118566,109940,685446,675895,133937,157710
2019-09,10809,68000000,桃園市,2242685,1113495,1129190,334751,1641104,266830,174320,160431,816447,824657,122728,144102
2019-10,10810,00000000,全國,23596266,11704142,11892124,3015668,17010693,3569905,1566396,1449272,8506226,8504467,1631520,1938385
2019-10,10810,09007000,連江縣,13089,7495,5594,1535,10010,1544,820,715,5846,4164,829,715
2019-10,10810,09020000,金門縣,140045,69918,70127,12770,108341,18934,6655,6115,54167,54174,9096,9838
2019-10,10810,10002000,宜蘭縣,454287,229312,224975,53774,325987,74526,27878,25896,166978,159009,34456,40070
2019-10,10810,10004000,新竹縣,563104,287443,275661,91447,401139,70518,47585,43862,206233,194906,33625,36893
2019-10,10810,10005000,苗栗縣,545852,281519,264333,67299,388847,89706,34893,32406,204116,184731,42510,47196
2019-10,10810,10007000,彰化縣,1272939,647673,625266,163253,908057,201629,85189,78064,469604,438453,92880,108749
2019-10,10810,10008000,南投縣,494522,252952,241570,53196,353696,87630,27620,25576,184162,169534,41170,46460
2019-10,10810,10009000,雲林縣,681834,353138,328696,77091,479234,125509,40103,36988,255631,223603,57404,68105
2019-10,10810,10010000,嘉義縣,503485,261407,242078,46616,358490,98379,24328,22288,191702,166788,45377,53002
2019-10,10810,10013000,屏東縣,819793,418176,401617,86514,593246,140033,45023,41491,307482,285764,65671,74362
2019-10,10810,10014000,臺東縣,217074,111756,105318,25199,155861,36014,13246,11953,82166,73695,16344,19670
2019-10,10810,10015000,花蓮縣,326465,165232,161233,38854,233779,53832,20318,18536,120155,113624,24759,29073
2019-10,10810,10016000,澎湖縣,105192,54284,50908,10879,77094,17219,5711,5168,40603,36491,7970,9249
2019-10,10810,10017000,基隆市,369055,184236,184819,38275,270456,60324,19814,18461,137175,133281,27247,33077
2019-10,10810,10018000,新竹市,448207,220986,227221,76777,315784,55646,39860,36917,156368,159416,24758,30888
2019-10,10810,10020000,嘉義市,267772,129865,137907,36186,190503,41083,18883,17303,92869,97634,18113,22970
2019-10,10810,63000000,臺北市,2646204,1260951,1385253,356135,1816561,473508,184404,171731,865539,951022,211008,262500
2019-10,10810,64000000,高雄市,2773127,1370115,1403012,329168,2010163,433796,170839,158329,1001345,1008818,197931,235865
2019-10,10810,65000000,新北市,4014560,1962109,2052451,486587,2957148,570825,252163,234424,1451235,1505913,258711,312114
2019-10,10810,66000000,臺中市,2813397,1383437,1429960,401512,2054244,357641,208522,192990,1011345,1042899,163570,194071
2019-10,10810,67000000,臺南市,1881204,937700,943504,227975,1360272,292957,118284,109691,684825,675447,134591,158366
2019-10,10810,68000000,桃園市,2245059,1114438,1130621,334626,1641781,268652,174258,160368,816680,825101,123500,145152
2019-11,10811,00000000,全國,23598776,11704260,11894516,3011465,16997883,3589428,1564404,1447061,8499792,8498091,1640064,1949364
2019-11,10811,09007000,連江縣,13093,7498,5595,1539,9991,1563,822,717,5833,4158,843,720
2019-11,10811,09020000,金門縣,140149,69956,70193,12834,108244,19071,6684,6150,54107,54137,9165,9906
2019-11,10811,10002000,宜蘭縣,454226,229269,224957,53661,325755,74810,27820,25841,166874,158881,34575,40235
2019-11,10811,10004000,新竹縣,563368,287562,275806,91362,401182,70824,47539,43823,206237,194945,33786,37038
2019-11,10811,10005000,苗栗縣,545645,281390,264255,67073,388512,90060,34774,32299,203969,184543,42647,47413
2019-11,10811,10007000,彰化縣,1272789,647548,625241,163000,907347,202442,85085,77915,469183,438164,93280,109162
2019-11,10811,10008000,南投縣,494352,252852,241500,53123,353299,87930,27595,25528,183941,169358,41316,46614
2019-11,10811,10009000,雲林縣,681584,352969,328615,76897,478881,125806,39987,36910,255412,223469,57570,68236
2019-11,10811,10010000,嘉義縣,503357,261375,241982,46533,358161,98663,24282,22251,191543,166618,45550,53113
2019-11,10811,10013000,屏東縣,819429,417941,401488,86282,592485,140662,44911,41371,307070,285415,65960,74702
2019-11,10811,10014000,臺東縣,216966,111673,105293,25149,155657,36160,13223,11926,82040,73617,16410,19750
2019-11,10811,10015000,花蓮縣,326369,165174,161195,38765,233502,54102,20297,18468,119957,113545,24920,29182
2019-11,10811,10016000,澎湖縣,105236,54316,50920,10870,77068,17298,5704,5166,40601,36467,8011,9287
2019-11,10811,10017000,基隆市,368905,184153,184752,38176,270057,60672,19761,18415,137001,133056,27391,33281
2019-11,10811,10018000,新竹市,448472,221125,227347,76699,315791,55982,39839,36860,156375,159416,24911,31071
2019-11,10811,10020000,嘉義市,267733,129830,137903,36069,190387,41277,18812,17257,92812,97575,18206,23071
2019-11,10811,63000000,臺北市,2645293,1260292,1385001,355525,1813828,475940,184123,171402,864181,949647,211988,263952
2019-11,10811,64000000,高雄市,2773060,1369972,1403088,328744,2007955,436361,170617,158127,1000344,1007611,199011,237350
2019-11,10811,65000000,新北市,4016477,1962897,2053580,486244,2955519,574714,252064,234180,1450544,1504975,260289,314425
2019-11,10811,66000000,臺中市,2814224,1383744,1430480,400872,2053366,359986,208188,192684,1010947,1042419,164609,195377
2019-11,10811,67000000,臺南市,1881156,937540,943616,227694,1358870,294592,118152,109542,684083,674787,135305,159287
2019-11,10811,68000000,桃園市,2246893,1115184,1131709,334354,1642026,270513,174125,160229,816738,825288,124321,146192
2019-12,10812,00000000,全國,23603121,11705186,11897935,3010351,16985643,3607127,1563802,1446549,8494133,8491510,1647251,1959876
2019-12,10812,09007000,連江縣,13089,7501,5588,1540,9973,1576,824,716,5827,4146,850,726
2019-12,10812,09020000,金門縣,140185,70010,70175,12858,108178,19149,6690,6168,54129,54049,9191,9958
2019-12,10812,10002000,宜蘭縣,454178,229222,224956,53627,325380,75171,27816,25811,166681,158699,34725,40446
2019-12,10812,10004000,新竹縣,563933,287837,276096,91456,401426,71051,47600,43856,206360,195066,33877,37174
2019-12,10812,10005000,苗栗縣,545459,281290,264169,66926,388155,90378,34705,32221,203793,184362,42792,47586
2019-12,10812,10007000,彰化縣,1272802,647449,625353,163021,906565,203216,85088,77933,468748,437817,93613,109603
2019-12,10812,10008000,南投縣,494112,252705,241407,53113,352746,88253,27593,25520,183642,169104,41470,46783
2019-12,10812,10009000,雲林縣,681306,352821,328485,76782,478365,126159,39951,36831,255113,223252,57757,68402
2019-12,10812,10010000,嘉義縣,503113,261238,241875,46469,357640,99004,24249,22220,191265,166375,45724,53280
2019-12,10812,10013000,屏東縣,819184,417815,401369,86149,591915,141120,44886,41263,306796,285119,66133,74987
2019-12,10812,10014000,臺東縣,216781,111570,105211,25127,155418,36236,13214,11913,81936,73482,16420,19816
2019-12,10812,10015000,花蓮縣,326247,165073,161174,38716,233265,54266,20264,18452,119830,113435,24979,29287
2019-12,10812,10016000,澎湖縣,105207,54283,50924,10893,76951,17363,5708,5185,40530,36421,8045,9318
2019-12,10812,10017000,基隆市,368893,184139,184754,38171,269711,61011,19766,18405,136815,132896,27558,33453
2019-12,10812,10018000,新竹市,448803,221265,227538,76713,315824,56266,39840,36873,156417,159407,25008,31258
2019-12,10812,10020000,嘉義市,267690,129794,137896,35968,190265,41457,18753,17215,92769,97496,18272,23185
2019-12,10812,63000000,臺北市,2645041,1260049,1384992,355500,1811597,477944,184063,171437,863174,948423,212812,265132
2019-12,10812,64000000,高雄市,2773198,1369850,1403348,328427,2006319,438452,170474,157953,999606,1006713,199770,238682
2019-12,10812,65000000,新北市,4018696,1963658,2055038,486253,2953932,578511,252026,234227,1449831,1504101,261801,316710
2019-12,10812,66000000,臺中市,2815261,1384164,1431097,400574,2052438,362249,208064,192510,1010603,1041835,165497,196752
2019-12,10812,67000000,臺南市,1880906,937342,943564,227496,1357463,295947,118027,109469,683435,674028,135880,160067
2019-12,10812,68000000,桃園市,2249037,1116111,1132926,334572,1642117,272348,174201,160371,816833,825284,125077,147271
2020-01,10901,00000000,全國,23604265,11704308,11899957,3004926,16972355,3626984,1560970,1443956,8486800,8485555,1656538,1970446
2020-01,10901,09007000,連江縣,13080,7493,5587,1535,9963,1582,822,713,5816,4147,855,727
2020-01,10901,09020000,金門縣,140253,70041,70212,12855,108142,19256,6692,6163,54098,54044,9251,10005
2020-01,10901,10002000,宜蘭縣,454161,229173,224988,53548,325106,75507,27776,25772,166504,158602,34893,40614
2020-01,10901,10004000,新竹縣,564296,288044,276252,91380,401607,71309,47562,43818,206471,195136,34011,37298
2020-01,10901,10005000,苗栗縣,545433,281239,264194,66789,387877,90767,34618,32171,203603,184274,43018,47749
2020-01,10901,10007000,彰化縣,1272449,647205,625244,162609,905797,204043,84910,77699,468243,437554,94052,109991
2020-01,10901,10008000,南投縣,493984,252644,241340,53016,352383,88585,27561,25455,183453,168930,41630,46955
2020-01,10901,10009000,雲林縣,680963,352602,328361,76536,477789,126638,39833,36703,254733,223056,58036,68602
2020-01,10901,10010000,嘉義縣,502718,261003,241715,46249,357127,99342,24095,22154,190962,166165,45946,53396
2020-01,10901,10013000,屏東縣,818493,417446,401047,85878,590864,141751,44752,41126,306266,284598,66428,75323
2020-01,10901,10014000,臺東縣,216633,111481,105152,25039,155197,36397,13171,11868,81816,73381,16494,19903
2020-01,10901,10015000,花蓮縣,326063,164942,161121,38626,232880,54557,20241,18385,119605,113275,25096,29461
2020-01,10901,10016000,澎湖縣,105147,54232,50915,10900,76819,17428,5714,5186,40437,36382,8081,9347
2020-01,10901,10017000,基隆市,368932,184157,184775,38122,269409,61401,19751,18371,136673,132736,27733,33668
2020-01,10901,10018000,新竹市,449113,221424,227689,76644,315889,56580,39844,36800,156435,159454,25145,31435
2020-01,10901,10020000,嘉義市,267653,129737,137916,35887,190114,41652,18693,17194,92681,97433,18363,23289
2020-01,10901,63000000,臺北市,2642877,1258801,1384076,354572,1808066,480239,183563,171009,861389,946677,213849,266390
2020-01,10901,64000000,高雄市,2774571,1370190,1404381,327908,2005693,440970,170183,157725,999187,1006506,200820,240150
2020-01,10901,65000000,新北市,4020572,1964331,2056241,485683,2952155,582734,251706,233977,1448946,1503209,263679,319055
2020-01,10901,66000000,臺中市,2815704,1384229,1431475,399884,2051216,364604,207680,192204,1009939,1041277,166610,197994
2020-01,10901,67000000,臺南市,1880216,936912,943304,227067,1355701,297448,117773,109294,682530,673171,136609,160839
2020-01,10901,68000000,桃園市,2250954,1116982,1133972,334199,1642561,274194,174030,160169,817013,825548,125939,148255
2020-02,10902,00000000,全國,23600903,11701322,11899581,3002940,16953450,3644513,1559810,1443130,8477280,8476170,1664232,1980281
2020-02,10902,09007000,連江縣,13059,7483,5576,1531,9937,1591,817,714,5806,4131,860,731
2020-02,10902,09020000,金門縣,140081,69948,70133,12799,107955,19327,6658,6141,54005,53950,9285,10042
2020-02,10902,10002000,宜蘭縣,454099,229083,225016,53526,324769,75804,27750,25776,166288,158481,35045,40759
2020-02,10902,10004000,新竹縣,564832,288328,276504,91463,401724,71645,47608,43855,206539,195185,34181,37464
2020-02,10902,10005000,苗栗縣,545158,281081,264077,66708,387350,91100,34573,32135,203278,184072,43230,47870
2020-02,10902,10007000,彰化縣,1271761,646755,625006,162391,904431,204939,84789,77602,467474,436957,94492,110447
